100k-1.csv;12177
100k-1.csv;13637
100k-1.csv;13500
100k-1.csv;16198
100k-1.csv;12845
100k-1.csv;15639
100k-1.csv;12922
100k-1.csv;12698
100k-1.csv;13410
100k-1.csv;12377
100k-1.csv;12356
100k-1.csv;12139
100k-1.csv;16110
100k-1.csv;13717
100k-1.csv;13011
100k-1.csv;17423
100k-1.csv;13616
100k-1.csv;14373
100k-1.csv;15492
100k-1.csv;13883
100k-1.csv;11697
100k-1.csv;18646
100k-1.csv;13210
100k-1.csv;12761
100k-1.csv;10915
100k-1.csv;11402
100k-1.csv;10824
100k-1.csv;11546
100k-1.csv;10501
100k-1.csv;12315
100k-10.csv;10369
100k-10.csv;6613
100k-10.csv;6453
100k-10.csv;5073
100k-10.csv;5575
100k-10.csv;4695
100k-10.csv;4400
100k-10.csv;4378
100k-10.csv;4809
100k-10.csv;3994
100k-10.csv;4207
100k-10.csv;4600
100k-10.csv;5043
100k-10.csv;4762
100k-10.csv;5350
100k-10.csv;5015
100k-10.csv;4769
100k-10.csv;5613
100k-10.csv;5317
100k-10.csv;5169
100k-10.csv;5816
100k-10.csv;5880
100k-10.csv;5737
100k-10.csv;7000
100k-10.csv;5818
100k-10.csv;6802
100k-10.csv;7726
100k-10.csv;7073
100k-10.csv;6181
100k-10.csv;6283
100k-2.csv;11536
100k-2.csv;9428
100k-2.csv;10741
100k-2.csv;13116
100k-2.csv;10409
100k-2.csv;8135
100k-2.csv;8322
100k-2.csv;8695
100k-2.csv;9500
100k-2.csv;7258
100k-2.csv;11246
100k-2.csv;8613
100k-2.csv;8385
100k-2.csv;7423
100k-2.csv;9077
100k-2.csv;8808
100k-2.csv;7605
100k-2.csv;7673
100k-2.csv;10447
100k-2.csv;10299
100k-2.csv;8238
100k-2.csv;9855
100k-2.csv;10408
100k-2.csv;9087
100k-2.csv;10860
100k-2.csv;12108
100k-2.csv;8513
100k-2.csv;8511
100k-2.csv;8305
100k-2.csv;8375
100k-3.csv;16382
100k-3.csv;10806
100k-3.csv;6801
100k-3.csv;7975
100k-3.csv;5429
100k-3.csv;6975
100k-3.csv;5256
100k-3.csv;5831
100k-3.csv;7834
100k-3.csv;5394
100k-3.csv;6370
100k-3.csv;5971
100k-3.csv;5727
100k-3.csv;6825
100k-3.csv;5340
100k-3.csv;5041
100k-3.csv;5655
100k-3.csv;6322
100k-3.csv;8595
100k-3.csv;7434
100k-3.csv;8372
100k-3.csv;6340
100k-3.csv;5572
100k-3.csv;5746
100k-3.csv;5160
100k-3.csv;5997
100k-3.csv;5616
100k-3.csv;6155
100k-3.csv;8077
100k-3.csv;5504
100k-4.csv;9119
100k-4.csv;11117
100k-4.csv;7896
100k-4.csv;8605
100k-4.csv;7400
100k-4.csv;6171
100k-4.csv;4111
100k-4.csv;3879
100k-4.csv;4703
100k-4.csv;5355
100k-4.csv;3978
100k-4.csv;3597
100k-4.csv;5427
100k-4.csv;6183
100k-4.csv;4485
100k-4.csv;3507
100k-4.csv;5545
100k-4.csv;4995
100k-4.csv;6235
100k-4.csv;6581
100k-4.csv;4898
100k-4.csv;4839
100k-4.csv;4913
100k-4.csv;3739
100k-4.csv;4313
100k-4.csv;5303
100k-4.csv;4977
100k-4.csv;4934
100k-4.csv;5418
100k-4.csv;4908
100k-5.csv;7510
100k-5.csv;5116
100k-5.csv;5351
100k-5.csv;5137
100k-5.csv;7187
100k-5.csv;7983
100k-5.csv;7767
100k-5.csv;6752
100k-5.csv;7267
100k-5.csv;6476
100k-5.csv;6332
100k-5.csv;6295
100k-5.csv;5474
100k-5.csv;6761
100k-5.csv;5527
100k-5.csv;4978
100k-5.csv;5037
100k-5.csv;5138
100k-5.csv;5136
100k-5.csv;5156
100k-5.csv;5102
100k-5.csv;5015
100k-5.csv;4656
100k-5.csv;5185
100k-5.csv;4662
100k-5.csv;5734
100k-5.csv;7145
100k-5.csv;5341
100k-5.csv;5249
100k-5.csv;5020
100k-6.csv;6157
100k-6.csv;5702
100k-6.csv;6051
100k-6.csv;5804
100k-6.csv;5741
100k-6.csv;4535
100k-6.csv;4746
100k-6.csv;4921
100k-6.csv;4946
100k-6.csv;5968
100k-6.csv;7483
100k-6.csv;6582
100k-6.csv;7809
100k-6.csv;7023
100k-6.csv;6857
100k-6.csv;7048
100k-6.csv;9084
100k-6.csv;10009
100k-6.csv;8852
100k-6.csv;5234
100k-6.csv;6694
100k-6.csv;5115
100k-6.csv;6333
100k-6.csv;6528
100k-6.csv;5432
100k-6.csv;5587
100k-6.csv;5884
100k-6.csv;6253
100k-6.csv;8255
100k-6.csv;5133
100k-7.csv;11107
100k-7.csv;5144
100k-7.csv;5632
100k-7.csv;4475
100k-7.csv;5543
100k-7.csv;6918
100k-7.csv;5636
100k-7.csv;5901
100k-7.csv;7188
100k-7.csv;5657
100k-7.csv;5412
100k-7.csv;4580
100k-7.csv;6103
100k-7.csv;6596
100k-7.csv;7719
100k-7.csv;9679
100k-7.csv;7809
100k-7.csv;6175
100k-7.csv;4472
100k-7.csv;4594
100k-7.csv;7914
100k-7.csv;5448
100k-7.csv;6661
100k-7.csv;5464
100k-7.csv;4332
100k-7.csv;4135
100k-7.csv;5675
100k-7.csv;4472
100k-7.csv;4491
100k-7.csv;4636
100k-8.csv;5232
100k-8.csv;4067
100k-8.csv;5127
100k-8.csv;5186
100k-8.csv;4863
100k-8.csv;8385
100k-8.csv;6278
100k-8.csv;6423
100k-8.csv;5180
100k-8.csv;5304
100k-8.csv;5384
100k-8.csv;5724
100k-8.csv;6144
100k-8.csv;4973
100k-8.csv;4738
100k-8.csv;8924
100k-8.csv;7811
100k-8.csv;5327
100k-8.csv;4241
100k-8.csv;4315
100k-8.csv;4084
100k-8.csv;5432
100k-8.csv;6220
100k-8.csv;6696
100k-8.csv;6044
100k-8.csv;6076
100k-8.csv;5921
100k-8.csv;7017
100k-8.csv;5877
100k-8.csv;7719
100k-9.csv;5653
100k-9.csv;6263
100k-9.csv;6237
100k-9.csv;8150
100k-9.csv;6565
100k-9.csv;4537
100k-9.csv;6640
100k-9.csv;4339
100k-9.csv;4721
100k-9.csv;5201
100k-9.csv;4921
100k-9.csv;4356
100k-9.csv;4755
100k-9.csv;4631
100k-9.csv;4577
100k-9.csv;5624
100k-9.csv;6010
100k-9.csv;5793
100k-9.csv;9166
100k-9.csv;8516
100k-9.csv;7025
100k-9.csv;5765
100k-9.csv;4959
100k-9.csv;5477
100k-9.csv;6022
100k-9.csv;6172
100k-9.csv;5419
100k-9.csv;4865
100k-9.csv;5213
100k-9.csv;5490
100M-1.csv;14080291
100M-1.csv;13597879
100M-1.csv;13655304
100M-1.csv;15297862
100M-1.csv;13974354
100M-1.csv;14449040
100M-1.csv;15259106
100M-1.csv;14154228
100M-1.csv;14535630
100M-1.csv;14460196
100M-1.csv;14146622
100M-1.csv;13680721
100M-1.csv;14214786
100M-1.csv;13535301
100M-1.csv;14224986
100M-1.csv;15070756
100M-1.csv;13818975
100M-1.csv;14049673
100M-1.csv;14077332
100M-1.csv;14278850
100M-1.csv;14342087
100M-1.csv;14152241
100M-1.csv;14219636
100M-1.csv;14097337
100M-1.csv;14255362
100M-1.csv;14310945
100M-1.csv;14203260
100M-1.csv;13949303
100M-1.csv;13840841
100M-1.csv;13701581
100M-10.csv;2888268
100M-10.csv;3000363
100M-10.csv;2780211
100M-10.csv;3116574
100M-10.csv;2833143
100M-10.csv;3272565
100M-10.csv;2929793
100M-10.csv;2747229
100M-10.csv;2856740
100M-10.csv;2837938
100M-10.csv;2905133
100M-10.csv;2876364
100M-10.csv;2862017
100M-10.csv;2788600
100M-10.csv;3318376
100M-10.csv;2925243
100M-10.csv;2828401
100M-10.csv;2867683
100M-10.csv;2900918
100M-10.csv;2867489
100M-10.csv;2872617
100M-10.csv;2888148
100M-10.csv;2846054
100M-10.csv;2845023
100M-10.csv;2779748
100M-10.csv;2817672
100M-10.csv;2853143
100M-10.csv;2816186
100M-10.csv;2819935
100M-10.csv;2820464
100M-2.csv;7931161
100M-2.csv;8091657
100M-2.csv;8082743
100M-2.csv;8137895
100M-2.csv;7984911
100M-2.csv;7615512
100M-2.csv;8104740
100M-2.csv;8003810
100M-2.csv;8017616
100M-2.csv;7696857
100M-2.csv;7834520
100M-2.csv;7624805
100M-2.csv;8427422
100M-2.csv;8440191
100M-2.csv;8169611
100M-2.csv;8019365
100M-2.csv;7767933
100M-2.csv;7845941
100M-2.csv;7792788
100M-2.csv;7969251
100M-2.csv;8120314
100M-2.csv;8178476
100M-2.csv;7894219
100M-2.csv;8495870
100M-2.csv;8138326
100M-2.csv;8033076
100M-2.csv;7876594
100M-2.csv;7673810
100M-2.csv;7705836
100M-2.csv;8030795
100M-3.csv;6226847
100M-3.csv;6158722
100M-3.csv;5833346
100M-3.csv;6346961
100M-3.csv;5865475
100M-3.csv;5901756
100M-3.csv;5623363
100M-3.csv;5837643
100M-3.csv;6015682
100M-3.csv;5828443
100M-3.csv;5980360
100M-3.csv;5970257
100M-3.csv;5755552
100M-3.csv;5987355
100M-3.csv;6141121
100M-3.csv;5974521
100M-3.csv;6220170
100M-3.csv;6001084
100M-3.csv;5955767
100M-3.csv;5733729
